exportedFile,originalSource,primaryResourceFamily,resourceFamilies,note
vendor/lucide/aira-operational-icons/svg/clock.svg,Lucide 1.38.0 / clock,app_membership_invite_record_clock,app_membership_invite_record_clock,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/clock-counter-clockwise.svg,Lucide 1.38.0 / history,app_shortcut_history,app_shortcut_history,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/cloud.svg,Lucide 1.38.0 / cloud,app_settings_webdav,app_settings_webdav;app_membership_benefit_webdav,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/code.svg,Lucide 1.38.0 / code,app_settings_user_scripts,app_settings_user_scripts;app_shortcut_scripts;app_membership_benefit_user_scripts;app_toolbar_element_inspection,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/corners-out.svg,Lucide 1.38.0 / fullscreen,app_toolbar_full_screen,app_toolbar_full_screen,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/crown.svg,Lucide 1.38.0 / crown,app_settings_membership,app_settings_membership;app_membership_benefit_membership,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/cursor-text.svg,Lucide 1.38.0 / text-cursor-input,app_toolbar_fill_address,app_toolbar_fill_address,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/desktop.svg,Lucide 1.38.0 / monitor,app_theme_mode_system,app_theme_mode_system,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/device-mobile.svg,Lucide 1.38.0 / smartphone,app_toolbar_add_to_desktop,app_toolbar_add_to_desktop,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/device-rotate.svg,Lucide 1.38.0 / rotate-cw,app_toolbar_screen_orientation,app_toolbar_screen_orientation,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/dots-three.svg,Lucide 1.38.0 / ellipsis,app_toolbar_more,app_toolbar_more,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/download-simple.svg,Lucide 1.38.0 / download,app_settings_downloads,app_settings_downloads;app_shortcut_downloads;app_membership_benefit_downloads,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/eraser.svg,Lucide 1.38.0 / eraser,app_toolbar_manual_element_hide,app_toolbar_manual_element_hide,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/fast-forward.svg,Lucide 1.38.0 / fast-forward,app_video_assistant_seek_forward_10,app_video_assistant_seek_forward_10,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/flask.svg,Lucide 1.38.0 / flask-conical,app_settings_experiments,app_settings_experiments;app_membership_benefit_experiments,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/floppy-disk.svg,Lucide 1.38.0 / save,app_toolbar_offline,app_toolbar_offline,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/folder-simple.svg,Lucide 1.38.0 / folder,app_bookmark_folder,app_bookmark_folder,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/gauge.svg,Lucide 1.38.0 / gauge,app_video_assistant_playback_speed,app_video_assistant_playback_speed,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/gear-six.svg,Lucide 1.38.0 / settings,app_settings_general,app_settings_general;app_shortcut_settings,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/gift.svg,Lucide 1.38.0 / gift,app_membership_gift,app_membership_gift;app_settings_membership_invite;app_membership_benefit_invite,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/globe.svg,Lucide 1.38.0 / globe,app_settings_site_settings,app_settings_site_settings;app_toolbar_site_info,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/globe-earth.svg,Lucide 1.38.0 / earth,app_userscripts_default_icon,app_userscripts_default_icon,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/house.svg,Lucide 1.38.0 / house,app_settings_custom_homepage,app_settings_custom_homepage;app_shortcut_home,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/identification-card.svg,Lucide 1.38.0 / contact,app_settings_user_agent,app_settings_user_agent;app_toolbar_user_agent_preset,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/info.svg,Lucide 1.38.0 / info,app_settings_about,app_settings_about,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/link-simple.svg,Lucide 1.38.0 / link,app_toolbar_copy_link,app_toolbar_copy_link,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/lock.svg,Lucide 1.38.0 / lock,app_video_assistant_lock,app_video_assistant_lock,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/lock-key.svg,Lucide 1.38.0 / shield-keyhole,app_toolbar_connection_security,app_toolbar_connection_security,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/lock-open.svg,Lucide 1.38.0 / lock-open,app_video_assistant_unlock,app_video_assistant_unlock,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/magnifying-glass.svg,Lucide 1.38.0 / search,app_reader_find,app_reader_find;app_settings_search;app_toolbar_search,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/map-pin.svg,Lucide 1.38.0 / map-pin,app_site_permission_location,app_site_permission_location,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/mask-happy.svg,Lucide 1.38.0 / venetian-mask,app_tabs_privacy_mode,app_tabs_privacy_mode,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/microphone.svg,Lucide 1.38.0 / mic,app_site_permission_microphone,app_site_permission_microphone,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/moon.svg,Lucide 1.38.0 / moon,app_theme_mode_dark,app_theme_mode_dark,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/palette.svg,Lucide 1.38.0 / palette,app_reader_theme,app_reader_theme,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/paper-plane-tilt.svg,Lucide 1.38.0 / send,app_toolbar_send_to_desktop,app_toolbar_send_to_desktop,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/password.svg,Lucide 1.38.0 / key-round,app_settings_passwords,app_settings_passwords,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/pause.svg,Lucide 1.38.0 / pause,app_video_assistant_pause,app_video_assistant_pause,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/pencil-simple.svg,Lucide 1.38.0 / pencil,app_toolbar_edit,app_toolbar_edit,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/picture-in-picture.svg,Lucide 1.38.0 / picture-in-picture,app_video_assistant_popup,app_video_assistant_popup,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/play.svg,Lucide 1.38.0 / play,app_video_assistant_play,app_video_assistant_play,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/plus.svg,Lucide 1.38.0 / plus,app_tabs_add,app_tabs_add,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/printer.svg,Lucide 1.38.0 / printer,app_toolbar_print_page,app_toolbar_print_page,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/qr-code.svg,Lucide 1.38.0 / qr-code,app_shortcut_scan_qr,app_shortcut_scan_qr,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/receipt.svg,Lucide 1.38.0 / receipt,app_settings_restore_purchase,app_settings_restore_purchase;app_membership_restore_purchase,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/resize.svg,Lucide 1.38.0 / ratio,app_video_assistant_aspect_ratio,app_video_assistant_aspect_ratio,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/rewind.svg,Lucide 1.38.0 / rewind,app_video_assistant_seek_backward_10,app_video_assistant_seek_backward_10,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/selection-all.svg,Lucide 1.38.0 / box-select,app_toolbar_select_all,app_toolbar_select_all,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/share-network.svg,Lucide 1.38.0 / share-2,app_reader_share,app_reader_share;app_toolbar_share_document;app_toolbar_share_page,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/shield.svg,Lucide 1.38.0 / shield,app_settings_privacy_security,app_settings_privacy_security;app_membership_benefit_privacy_security,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/shield-check.svg,Lucide 1.38.0 / shield-check,app_membership_benefit_ad_blocker,app_membership_benefit_ad_blocker,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/speaker-high.svg,Lucide 1.38.0 / volume-2,app_reader_read_aloud,app_reader_read_aloud;app_video_assistant_gesture_volume_high,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/speaker-low.svg,Lucide 1.38.0 / volume-1,app_video_assistant_gesture_volume_low,app_video_assistant_gesture_volume_low,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/speaker-simple-high.svg,Lucide 1.38.0 / volume,app_video_assistant_gesture_volume_medium,app_video_assistant_gesture_volume_medium,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/speaker-slash.svg,Lucide 1.38.0 / volume-x,app_video_assistant_gesture_volume_muted,app_video_assistant_gesture_volume_muted,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/stack.svg,Lucide 1.38.0 / layers-3,app_shortcut_page_resources,app_shortcut_page_resources,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/sun.svg,Lucide 1.38.0 / sun,app_theme_mode_light,app_theme_mode_light;app_video_assistant_gesture_brightness,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/tabs.svg,Lucide 1.38.0 / panel-top,app_toolbar_tabs,app_toolbar_tabs,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/text-align-justify.svg,Lucide 1.38.0 / text-align-justify,app_reader_line_height,app_reader_line_height,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/text-t.svg,Lucide 1.38.0 / type,app_reader_increase_font,app_reader_increase_font,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/text-t-slash.svg,Lucide 1.38.0 / a-large-small,app_reader_decrease_font,app_reader_decrease_font,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/translate.svg,Lucide 1.38.0 / languages,app_settings_webpage_translation,app_settings_webpage_translation;app_toolbar_translate;app_membership_benefit_webpage_translation,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/trash.svg,Lucide 1.38.0 / trash,app_site_setting_clear_on_close,app_site_setting_clear_on_close,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/warning-octagon.svg,Lucide 1.38.0 / octagon-alert,app_toolbar_report_site,app_toolbar_report_site,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/waveform.svg,Lucide 1.38.0 / activity,app_site_permission_sensor,app_site_permission_sensor,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/x.svg,Lucide 1.38.0 / x,app_toolbar_clear_input,app_toolbar_clear_input;app_tabs_delete,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/activity-heatmap.svg,Lucide 1.38.0 / activity,app_sync_first_activation_activity_heatmap,app_sync_first_activation_activity_heatmap,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/settings-sync.svg,Lucide 1.38.0 / cloud-sync,app_settings_sync,app_settings_sync;app_membership_benefit_sync,one font glyph serves multiple app resource families
vendor/lucide/aira-operational-icons/svg/copy.svg,Lucide 1.38.0 / copy,app_browser_address_copy,app_browser_address_copy,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/ad-blocker.svg,Lucide 1.38.0 / shield-off,app_settings_ad_blocker,app_settings_ad_blocker,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/user-shield.svg,Lucide 1.38.0 / user-shield,app_settings_notice_user_shield,app_settings_notice_user_shield,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/menu.svg,Lucide 1.38.0 / menu,app_toolbar_menu,app_toolbar_menu,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/browser-address-expanded-share.svg,Lucide 1.38.0 / share-2,app_browser_address_expanded_share,app_browser_address_expanded_share,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/browser-address-expanded-edit.svg,Lucide 1.38.0 / pencil,app_browser_address_expanded_edit,app_browser_address_expanded_edit,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/browser-address-expanded-copy.svg,Lucide 1.38.0 / copy,app_browser_address_expanded_copy,app_browser_address_expanded_copy,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/tabs-overview-new.svg,Lucide 1.38.0 / square-plus,app_tabs_overview_add,app_tabs_overview_add,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/tabs-overview-close-all.svg,Lucide 1.38.0 / x,app_tabs_overview_close,app_tabs_overview_close,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-scan.svg,Lucide 1.38.0 / scan-qr-code,app_toolbar_scan_qr,app_toolbar_scan_qr,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-private-mode.svg,Lucide 1.38.0 / venetian-mask,app_toolbar_privacy_mode,app_toolbar_privacy_mode,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-copy-link.svg,Lucide 1.38.0 / link,app_toolbar_action_copy_link,app_toolbar_action_copy_link,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-translate.svg,Lucide 1.38.0 / languages,app_toolbar_action_translate,app_toolbar_action_translate,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/video-assistant-fill-screen.svg,Lucide 1.38.0 / fullscreen,app_video_assistant_control_aspect_ratio,app_video_assistant_control_aspect_ratio,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/video-assistant-playback-speed.svg,Lucide 1.38.0 / gauge,app_video_assistant_control_playback_speed,app_video_assistant_control_playback_speed,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/video-assistant-rotate.svg,Lucide 1.38.0 / rotate-cw,app_video_assistant_control_rotate,app_video_assistant_control_rotate,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-element-inspection.svg,Lucide 1.38.0 / scan-search,app_toolbar_action_element_inspection,app_toolbar_action_element_inspection,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/settings-web-features.svg,Lucide 1.38.0 / blocks,app_settings_web_features,app_settings_web_features,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/video-assistant-cast.svg,Lucide 1.38.0 / cast,app_video_assistant_cast,app_video_assistant_cast,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/element-inspection-reselect.svg,Lucide 1.38.0 / mouse-pointer-square-dashed,app_element_inspection_reselect,app_element_inspection_reselect,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/element-inspection-fullscreen.svg,Lucide 1.38.0 / fullscreen,app_element_inspection_fullscreen,app_element_inspection_fullscreen,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/element-inspection-exit-fullscreen.svg,Lucide 1.38.0 / minimize,app_element_inspection_exit_fullscreen,app_element_inspection_exit_fullscreen,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-expand-hint.svg,Lucide 1.38.0 / chevron-up,app_toolbar_expand_hint,app_toolbar_expand_hint,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-bookmark-add.svg,Lucide 1.38.0 / bookmark-plus,app_omnibox_add_bookmark,app_omnibox_add_bookmark,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-bookmark-selected.svg,Lucide 1.38.0 / bookmark-check,app_omnibox_bookmarked,app_omnibox_bookmarked,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-user-script.svg,Lucide 1.38.0 / code-xml,app_toolbar_user_scripts,app_toolbar_user_scripts,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/novel-reader-catalog.svg,Lucide 1.38.0 / list,app_novel_reader_catalog,app_novel_reader_catalog,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/novel-reader-text.svg,Lucide 1.38.0 / type,app_novel_reader_text,app_novel_reader_text,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/novel-reader-theme.svg,Lucide 1.38.0 / palette,app_novel_reader_theme,app_novel_reader_theme,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/novel-reader-settings.svg,Lucide 1.38.0 / settings,app_novel_reader_settings,app_novel_reader_settings,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/novel-reader-brightness-low.svg,Lucide 1.38.0 / sun-dim,app_novel_reader_brightness_low,app_novel_reader_brightness_low,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/novel-reader-brightness-high.svg,Lucide 1.38.0 / sun,app_novel_reader_brightness_high,app_novel_reader_brightness_high,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/novel-reader-auto-slow.svg,Lucide 1.38.0 / turtle,app_novel_reader_auto_slow,app_novel_reader_auto_slow,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/novel-reader-auto-fast.svg,Lucide 1.38.0 / rabbit,app_novel_reader_auto_fast,app_novel_reader_auto_fast,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/bookshelf.svg,Lucide 1.38.0 / library,app_toolbar_bookshelf,app_toolbar_bookshelf,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/active-download.svg,Lucide 1.38.0 / download-cloud,app_toolbar_active_download,app_toolbar_active_download,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/toolbar-slot-empty.svg,Lucide 1.38.0 / square-dashed,app_toolbar_empty_slot,app_toolbar_empty_slot,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/bookmark-edit-drag-handle.svg,Lucide 1.38.0 / grip-vertical,app_bookmark_edit_drag_handle,app_bookmark_edit_drag_handle,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/bookmark-edit-move.svg,Lucide 1.38.0 / move,app_bookmark_edit_move,app_bookmark_edit_move,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/bookmark-edit-select-all.svg,Lucide 1.38.0 / box-select,app_bookmark_edit_select_all,app_bookmark_edit_select_all,Lucide Operational font source
vendor/lucide/aira-operational-icons/svg/arrow-right.svg,Lucide 1.38.0 / arrow-right,app_toolbar_forward,app_toolbar_forward,Lucide Operational font source
icons/app_widget_shortcut_history__user-provided.svg,user-provided/历史记录.svg,app_widget_shortcut_history,app_widget_shortcut_history,user-provided desktop-card-only source
icons/app_widget_shortcut_bookmarks__user-provided.svg,user-provided/书签.svg,app_widget_shortcut_bookmarks,app_widget_shortcut_bookmarks,user-provided desktop-card-only source
icons/app_widget_shortcut_downloads__user-provided.svg,user-provided/下载.svg,app_widget_shortcut_downloads,app_widget_shortcut_downloads,user-provided desktop-card-only source
icons/app_widget_shortcut_settings__user-provided.svg,user-provided/设置.svg,app_widget_shortcut_settings,app_widget_shortcut_settings,user-provided desktop-card-only source
icons/app_widget_navigation_arrow__Interface_Essential_Arrow.svg,"Interface, Essential/Arrow.svg",app_widget_navigation_arrow,app_widget_navigation_arrow,desktop-card-only navigation accessory; rotated by the 1x2 Form
icons/app_settings_theme_mode_desktop_preview_light__user-provided.png,user-provided/theme_light.png,app_settings_theme_mode_desktop_preview_light,app_settings_theme_mode_desktop_preview_light,user-provided 886x580 PNG for the desktop light-theme settings preview
icons/app_settings_theme_mode_desktop_preview_dark__user-provided.png,user-provided/theme_ldark.png,app_settings_theme_mode_desktop_preview_dark,app_settings_theme_mode_desktop_preview_dark,user-provided 886x580 PNG for the desktop dark-theme settings preview
icons/app_external_search_zhihu__user-provided-app-icon.png,user-provided/zhihu.png,app_external_search_zhihu,app_external_search_zhihu,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_bilibili__user-provided-app-icon.png,user-provided/bilibili.png,app_external_search_bilibili,app_external_search_bilibili,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_douyin__user-provided-app-icon.png,user-provided/抖音.png,app_external_search_douyin,app_external_search_douyin,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_xiaohongshu__user-provided-app-icon.png,user-provided/小红书.png,app_external_search_xiaohongshu,app_external_search_xiaohongshu,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_douban__user-provided-app-icon.png,user-provided/豆瓣.png,app_external_search_douban,app_external_search_douban,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_quark__user-provided-app-icon.png,user-provided/夸克.png,app_external_search_quark,app_external_search_quark,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_appgallery__user-provided-app-icon.png,user-provided/应用市场.png,app_external_search_appgallery,app_external_search_appgallery,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_jd__user-provided-app-icon.png,user-provided/京东.png,app_external_search_jd,app_external_search_jd,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_taobao__user-provided-app-icon.png,user-provided/淘宝.png,app_external_search_taobao,app_external_search_taobao,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_pinduoduo__user-provided-app-icon.png,user-provided/拼多多.png,app_external_search_pinduoduo,app_external_search_pinduoduo,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_xianyu__user-provided-app-icon.png,user-provided/闲鱼.png,app_external_search_xianyu,app_external_search_xianyu,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_meituan__user-provided-app-icon.png,user-provided/美团.png,app_external_search_meituan,app_external_search_meituan,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_baidu_map__user-provided-app-icon.png,user-provided/百度地图.png,app_external_search_baidu_map,app_external_search_baidu_map,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_qqmusic__user-provided-app-icon.png,user-provided/QQ音乐.png,app_external_search_qqmusic,app_external_search_qqmusic,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_alipay__user-provided-app-icon.png,user-provided/支付宝.png,app_external_search_alipay,app_external_search_alipay,user-provided 512x512 PNG; pixels and colors preserved
icons/app_external_search_youdao__user-provided-app-icon.png,user-provided/有道词典.png,app_external_search_youdao,app_external_search_youdao,user-provided 512x512 PNG; pixels and colors preserved
